species,treecover_2000,loss_2001,loss_2002,loss_2003,loss_2004,loss_2005,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,loss_2017,loss_2018
Accipiter_gentilis1,11543340042236.414,27617059159.282757,42204316882.27058,38113101535.18934,57072560853.76938,46743258466.19531,47147650726.96753,45968518438.10112,48699827724.13131,36295025997.90215,41547976948.79696,46437896967.83447,66460840897.02851,62975652822.54212,53740202646.94418,49466059561.73687,64480891845.31203,71475222785.71484,69571876163.54156
Accipiter_gentilis3,751403095435.3247,1066173774.9115431,1269473585.9879627,1362001250.3539894,2034660677.9060113,2015888308.7999754,2630865982.387236,2979884785.0433197,2689626929.340756,2498184520.1650405,2512745715.5571733,2396861349.4800925,2499230945.477438,2858047541.1502137,3392882240.0731764,3663376249.6121907,5508862283.487756,5185757191.794031,4001521149.8784657
Accipiter_nisus1,2211595436718.2124,3085657273.6129174,3580502523.138099,3467940337.3102326,5701365812.020475,6059031091.917866,5759208158.186518,6955850173.906965,6737171373.759686,6177972449.677992,7712855629.570381,9684109304.83817,6956935272.549026,5055509365.650864,6086878344.061781,5898635028.977882,9285204760.6372,10370614570.144,9737506739.880705
Accipiter_nisus2,5368828593500.014,11432032871.818485,16885923912.674091,18789118404.2899,23516735201.1732,11544930478.214264,16442786984.45708,17055889708.001698,22266662224.36281,15593193188.670574,13042767722.840338,18032109314.97442,37428812795.305916,34202549690.390408,28556665120.712982,15910108323.21624,33508922709.6606,37693700825.01138,37345533639.67768
Accipiter_nisus3,1765720625628.8591,1233724777.6940126,1513404886.2960546,1734362607.5620232,2681222488.212507,2617225002.6141005,3843602131.798767,5189838556.152018,5200369031.289602,5345968555.149215,5164554827.12533,4886446249.518445,5616225491.821668,5913240810.537525,7016737002.731314,7545350148.919224,11257154206.037992,10094899840.40766,8055034444.014419
Bucephala_clangula2,8467263145652.997,20298304571.24919,33486090221.30368,31006235528.74732,45541956781.379715,37258598925.6362,37242789357.14717,32689365936.91044,36679873855.1965,27519146813.321587,32042444697.685932,36080714652.518036,55882650875.649185,54743416083.4782,45228233940.82151,40130040538.296486,51107956857.362114,56280483305.51427,54100660681.2567
Bucephala_clangula3,3819114836152.1953,15255616826.896431,15569653939.853281,12906775495.433987,19553542260.39914,17577915445.135056,18678473389.908268,21748434086.242317,21138491051.640697,15744615306.190922,16394956630.954113,16319166392.44396,18985813532.91332,15646010920.74514,16880316859.219885,16966878672.85355,21911656464.13376,23409693880.10973,21368084112.084984
Coccyzus_americanus1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coccyzus_americanus2,1667969158876.7483,10897496279.546608,9855324635.807531,8395098940.4159155,11325983708.042112,11859022826.425556,11890166837.11956,12186191950.26135,11600673779.906538,9458435235.064615,10806863540.823887,10323445947.088736,11534723997.245777,9708021148.494009,10090674971.273264,10099283057.273571,12254292105.036886,13668192650.162672,10689438395.318586
Coccyzus_americanus3,8028829184465.738,23830958270.740677,32116249989.06453,30984840926.870144,39267756768.42193,36511037691.161385,29213429972.865074,29316704416.230637,29943697956.62352,22225852735.48644,30831904180.946987,25019574386.273132,32159121759.73516,22189452922.581825,26678556288.6765,23081071489.996586,55862188861.52776,48077938383.851776,31936965278.636906
Contopus_cooperi2,3949660504855.7993,12940572829.348888,22091203071.24848,16014677358.950375,27088557838.262608,28206549509.70545,25355550437.52201,21990997090.86605,19508926637.44439,14650477234.715862,20755306444.80868,18787456243.24145,21990151791.22537,23023314203.954536,17972273139.540318,28429017658.93982,22701101603.140453,23630278477.45787,23264728583.9665
Contopus_cooperi3,6638772835482.527,16040543722.73991,21323405615.1685,19395604003.38846,25908787891.09079,24926499161.664497,18760551106.50291,16983036643.998726,17534108321.45319,13905366298.180086,17202500869.906445,13518749230.4382,18141766631.450397,11358510551.652796,15295495077.947296,13199788925.770443,34147127278.170788,30674034633.530132,20592308720.61165
Cuculus_canorus2,9107146904377.104,15678183001.695862,22037377032.376827,23643620849.44667,31993541471.106926,19781978905.0707,25341436854.419537,28182935475.102383,33768902987.621708,26122259672.750717,24869461732.425056,31908423279.83108,48777371635.61403,43316017353.61911,39597096893.89807,26838731978.257248,50630034353.31536,54981655454.411316,52965576483.738594
Cuculus_canorus3,4829270805830.487,5519583055.398615,6107609857.454446,4212014625.2293353,5057000130.668827,6736302866.042755,7524255766.792969,7568268122.609302,7171171348.725515,9934494569.856524,10389137061.256044,7803844631.283844,9969394577.480804,15115978980.142,18674671937.994667,16481634048.51956,23120892955.421185,27193355067.6459,21643841038.4526
Onychorhynchus_coronatus1,5355410363002.755,11088210420.218649,14532961239.9706,11620338613.412928,16854829170.90418,19170224306.598125,14430570833.439262,11761834180.122976,12733286659.418129,10187309579.44603,12715261411.166796,9456180769.604609,13021119749.850843,9580287972.53096,12219472918.68227,10905187005.3108,32548962038.535137,20882799929.73539,16538118717.38251
Tringa_ochropus2,5531367062084.057,12524333428.691223,17984454361.276764,20356860450.696262,24980753563.97884,14632503398.14064,19376555393.21384,20293260877.979942,25509413172.623367,18098695885.44064,16154071601.678078,24707733982.894344,40636616328.52995,36745542159.67479,31350830141.670708,19411105381.549683,37163354196.32347,42406247067.13906,41555625684.18619
Tringa_ochropus3,6963553024254.357,9365200015.310051,10804052070.6438,7449952844.143652,11756649097.951435,13200586671.966223,15090870573.000166,17398774000.87143,17703287210.3502,23495955783.1644,22344320878.10745,20176725608.63308,24267422096.369324,25520527945.815117,32783255014.12416,29114312498.101524,40536552869.918144,42328484613.814095,34136739004.44218
Tringa_solitaria2,2542987070554.005,7328677238.281355,14955234189.248222,10655322266.234915,19304711641.73279,22142034036.208332,18144395040.95346,13319240156.96787,10921600322.6121,9353273066.650658,15531291598.419634,13202565647.807205,15204763207.750582,17130199288.86561,11155678968.401516,21517983440.584324,13636248987.58329,13973348970.971972,12489078705.302505
Tringa_solitaria3,8936005793942.451,25784791521.29889,34356765355.561283,33281249343.351543,41412215367.84032,39915823979.78896,31795263862.76911,33014659577.733276,32963780797.34975,26412568637.15108,34562530251.25846,27720748378.930603,34892242811.224785,25052072641.670437,29467654981.210342,25984583618.241383,63143147917.046814,55896290361.02536,36020902572.88845
Vireo_olivaceus1,6951195647435.491,20985765151.04701,28760978931.68405,26923531386.88084,33905521010.95513,30603435627.653076,24851052002.10996,23416030603.83567,21794967615.034386,16767910288.62567,22415357210.992302,17168064106.544947,24870275712.4375,17086221070.531069,21754737148.965004,19220242593.805145,49064948187.5602,41378922472.52902,27039017772.12446
Vireo_olivaceus2,4759692092506.382,22874617588.99831,25866712228.731163,22373282153.753914,32089874529.21785,32682105082.16649,30267027111.30755,32060000134.74712,31361554208.040813,23125856005.933914,29372308114.317318,29601399305.19155,33522407097.743782,24703056805.86641,27026963184.03736,32706004575.64345,34742627015.691734,34274553816.99769,29108917084.358814
