species,treecover_2000,loss_2001,loss_2002,loss_2003,loss_2004,loss_2005,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,loss_2017,loss_2018
Accipiter_gentilis1,11574154198779.527,23722392759.21146,38049925309.87415,34904107941.238945,51169785348.57258,41438877653.20825,42012557388.01248,40764036356.794815,43229602629.2344,31705516564.67153,36342741054.22933,41722965418.04224,60669531298.47231,59632580952.25311,49003093982.458084,45769390515.867516,58922816108.80561,66129255304.01476,63633603848.8458
Accipiter_gentilis3,753656070442.8209,756676816.280879,931418393.8758197,979119009.8756052,1475810919.9250968,1464416384.3414454,1960361492.497988,2250548951.149863,2023774478.7643359,1831821215.1057227,1790130711.8655655,1733384688.7471864,1872913385.1095114,2255611701.11006,2573966198.5574236,2816845644.2359977,4467306769.316322,4128151597.4170523,3021628456.329688
Accipiter_nisus1,2218430776536.132,1963996594.0856445,2359960975.2233553,2488345861.1798816,3888028431.741972,4147525615.499821,3998581935.472813,4990882854.490253,4704692229.887291,4439653981.844533,5618848821.204341,7794733354.9408,5057250157.79201,3672895817.7776985,4339878668.438528,4290480923.0563135,6829579988.51405,7935418622.202494,7086977866.923865
Accipiter_nisus2,5383081178582.259,10028270405.24577,15404861902.94587,17579127391.980156,21393067068.18005,9844184680.559034,14671570791.342188,15441424438.66484,20281461894.752323,13919357236.577864,11233716575.082884,16465740940.414215,35060523875.89467,33033862830.02768,26950021782.947964,14593471604.519056,31932919120.834286,36015921228.26282,35547416835.23676
Accipiter_nisus3,1772527495765.3938,688491403.0982813,874274285.6674608,1065403805.4701561,1671949889.5835946,1694617676.2294931,2624853327.983633,3651078949.559218,3637086579.664531,3722780690.1879296,3499346273.9283986,3335088305.8660164,4037892105.269416,4425208399.858281,5103551027.53016,5512652870.022893,8578451175.8781185,7446937142.409026,5723794914.30184
Bucephala_clangula2,8489321363922.062,17814371319.28894,30822064783.788193,28912109434.68242,41818482170.841125,33902930066.04982,33912685631.421913,29668464496.99197,33273734454.803032,24584201761.394283,28834778927.266495,33060898262.210293,51964026421.132286,52760765800.65693,42118145466.647575,37932801080.27291,47837873356.38447,53155480072.14256,50721003285.4146
Bucephala_clangula3,3829879166991.5454,12934753910.764809,13311094235.892931,11152479365.26242,16390378784.337063,14749717452.367147,15782987570.42512,18646424703.152317,17979532320.140175,13178565610.06822,13637584217.07475,13679310152.613935,16162755267.894312,13629860269.823679,14492058456.030874,14769157941.91004,18966325382.540714,20392800785.55379,18379536001.78125
Coccyzus_americanus1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coccyzus_americanus2,1671887812841.4482,9297279189.06285,8382039017.460745,7218155461.261359,9479572641.484926,10093205789.901241,10139622006.509449,10398287526.080307,9884890246.955736,7965826294.122266,9258607126.702658,8858110692.330038,9963558524.246952,8612257022.074339,8873430695.286644,8970270333.483515,10849048135.273323,11930664711.22238,9257346903.360628
Coccyzus_americanus3,8041327951613.4,19878853380.484936,28438369637.93328,27702505481.214447,35406159747.89379,32628039651.325512,25702578026.917587,25498918303.67498,25900832749.436543,18668755646.038742,26666658925.85925,21779751703.72005,27818811743.17598,18481418282.41286,21977917065.93972,19284417242.319958,48912932856.148834,39802242324.5522,26008715553.41221
Contopus_cooperi2,3958956292712.4336,11449031803.791245,20509681628.746674,14907552699.87831,24993776644.31708,26386645367.671642,23560348450.849323,20188638118.3141,17848103797.271267,13296443974.565058,19263082780.45956,17375381827.992718,20284160250.64473,22106556094.0436,16525046845.516813,27516376793.768944,20956478875.026928,22169728399.792114,21570710744.89873
Contopus_cooperi3,6646355653290.911,13390957242.550337,18971624298.35128,17431209627.323967,23471996518.229637,22291503688.35106,16578928814.30382,14544163590.485853,14969913056.14181,11257445653.48461,14541104584.2986,11257106222.37106,15296235679.142075,8954793126.815897,12304972660.816166,10727971809.129105,29264381281.208538,24853078837.38277,16318490589.32376
Cuculus_canorus2,9133716801944.496,12645855994.599049,18780400926.226482,20955789235.44928,27133269043.633057,15395481137.12008,20811304484.10393,23339876218.193283,28363745895.639717,21386332856.70388,19688845426.054028,27194189010.047592,43250589874.55414,39670578718.803535,34869663771.634415,22480089087.121418,44587500445.96588,48902803467.61689,46814993691.82764
Cuculus_canorus3,4843220761669.671,3451560944.770038,3757942079.2378135,2661465591.3982434,3318071852.794843,4384510938.499022,5060011160.00398,4846837016.886993,4525107958.281093,6447271321.655357,6834279762.997729,5060512581.829103,6885387094.338908,9941809521.021336,11624603822.671442,10432299362.678318,15002852965.022566,16806216282.496881,12538938893.471493
Onychorhynchus_coronatus1,5360598581857.505,9326921562.2648,12851297396.397364,10325722325.302702,15254197480.194422,17309558846.228447,12891068689.458471,10209189190.535784,11044951091.58606,8422837734.9998455,10795456099.079771,7938899910.304769,11145973676.422071,7645005516.066017,9936628860.025972,8978005914.869886,28730030458.840336,16851564450.329437,13446389517.368406
Tringa_ochropus2,5545742082271.591,10560169560.638935,15883682369.375557,18589670606.160667,22027585219.08521,11948536685.650507,16699600210.429987,17859493406.070553,22606796659.930725,15607231568.198784,13389427777.14705,22127544776.472088,37380957569.46423,34806499822.4973,28872037780.49433,17216860275.827675,34422014386.288734,39467716039.32287,38487076314.3784
Tringa_ochropus3,6985400747386.228,6256628799.485347,7279679939.67012,4911845463.705589,8367353790.499613,9306853178.590586,10866657749.949142,12574937389.580423,12771097495.158077,17569377164.960304,16470339073.075628,15329765114.42086,18825612674.38425,18485095315.705082,23001477703.329742,20337470211.457798,28577588638.650063,28320393390.093582,21779317459.01791
Tringa_solitaria2,2549207355657.642,6687910152.053378,14256118858.186502,10163547824.297077,18381417078.0491,21310724314.081383,17261930893.827824,12482061997.467577,10247027742.33439,8721126938.733791,14850216047.957375,12509404509.848835,14362146626.708584,16834241030.779673,10483260271.62477,21313840521.702057,12789312894.902756,13416662436.068457,11813128876.189024
Tringa_solitaria3,8950533466355.924,21032495393.472446,29923535844.336838,29287901895.780888,36822582607.91778,35031029797.02727,27573997365.107437,28223077904.10114,28022302576.378838,21674336350.422142,29302211243.457108,23616587314.19896,29608121853.390427,20434036317.9952,23823730621.18007,21276682589.338383,54296143996.810165,45610189874.452484,28580066693.237488
Vireo_olivaceus1,6961584595586.178,17482509542.80818,25442362653.98352,24017473460.760605,30504708752.40767,27193071267.334908,21758257658.526302,19994232763.95496,18392085174.39461,13640570765.054407,18947525382.56599,14487556519.224848,21137575005.657814,13849449818.72227,17605434399.521267,15781450926.876213,42692284666.42315,33853377078.14568,21573632425.511482
Vireo_olivaceus2,4769841942345.696,19816763879.468967,23051930573.94018,20081122432.22665,28483271899.41617,29292099568.25561,26982021509.404564,28779670003.528763,28044794584.29957,20470305463.1728,26184266908.252567,26706420642.731724,30239223266.491512,22466690185.750656,24279453516.606853,30556018138.836987,31659524791.888077,30818080180.233536,26161119877.950863
