system:index,key,.geo
Accipiter_gentilis1,6.36336038488458E10,
Accipiter_gentilis3,3.021628456329688E9,
Accipiter_nisus1,7.086977866923866E9,
Accipiter_nisus2,3.554741683523676E10,
Accipiter_nisus3,5.72379491430184E9,
Bucephala_clangula2,5.07210032854146E10,
Bucephala_clangula3,1.837953600178125E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,9.257346903360628E9,
Coccyzus_americanus3,2.6008715553412212E10,
Contopus_cooperi2,2.157071074489873E10,
Contopus_cooperi3,1.6318490589323761E10,
Cuculus_canorus2,4.681499369182764E10,
Cuculus_canorus3,1.2538938893471493E10,
Onychorhynchus_coronatus1,1.3446389517368406E10,
Tringa_ochropus2,3.8487076314378395E10,
Tringa_ochropus3,2.177931745901791E10,
Tringa_solitaria2,1.1813128876189024E10,
Tringa_solitaria3,2.858006669323749E10,
Vireo_olivaceus1,2.1573632425511482E10,
Vireo_olivaceus2,2.6161119877950863E10,
