system:index,key,.geo
Accipiter_gentilis1,4.346554787622145E10,
Accipiter_gentilis3,9.156505459586718E8,
Accipiter_nisus1,1.9433868533393753E9,
Accipiter_nisus2,1.8509494864147427E10,
Accipiter_nisus3,8.957934858020314E8,
Bucephala_clangula2,3.66127697094244E10,
Bucephala_clangula3,1.248107704708625E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,7.125287244103905E9,
Coccyzus_americanus3,3.03265308592866E10,
Contopus_cooperi2,2.1969383825541805E10,
Contopus_cooperi3,2.01975198962544E10,
Cuculus_canorus2,2.1569676531670067E10,
Cuculus_canorus3,1.849889672620313E9,
Onychorhynchus_coronatus1,1.289405003177091E10,
Tringa_ochropus2,1.802904193281696E10,
Tringa_ochropus3,5.452431753691092E9,
Tringa_solitaria2,1.6944977625109148E10,
Tringa_solitaria3,3.1081500790845036E10,
Vireo_olivaceus1,2.5991561917700974E10,
Vireo_olivaceus2,2.3540154696445778E10,
