system:index,key,.geo
Accipiter_gentilis1,3.629502599790215E10,
Accipiter_gentilis3,2.4981845201650405E9,
Accipiter_nisus1,6.177972449677992E9,
Accipiter_nisus2,1.5593193188670574E10,
Accipiter_nisus3,5.345968555149215E9,
Bucephala_clangula2,2.7519146813321587E10,
Bucephala_clangula3,1.5744615306190922E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,9.458435235064615E9,
Coccyzus_americanus3,2.2225852735486435E10,
Contopus_cooperi2,1.4650477234715864E10,
Contopus_cooperi3,1.3905366298180086E10,
Cuculus_canorus2,2.612225967275072E10,
Cuculus_canorus3,9.934494569856525E9,
Onychorhynchus_coronatus1,1.018730957944603E10,
Tringa_ochropus2,1.8098695885440636E10,
Tringa_ochropus3,2.3495955783164394E10,
Tringa_solitaria2,9.353273066650658E9,
Tringa_solitaria3,2.6412568637151077E10,
Vireo_olivaceus1,1.676791028862567E10,
Vireo_olivaceus2,2.3125856005933914E10,
