system:index,key,.geo
Accipiter_gentilis1,6.066953129847231E10,
Accipiter_gentilis3,1.8729133851095114E9,
Accipiter_nisus1,5.05725015779201E9,
Accipiter_nisus2,3.506052387589467E10,
Accipiter_nisus3,4.0378921052694154E9,
Bucephala_clangula2,5.196402642113229E10,
Bucephala_clangula3,1.6162755267894312E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,9.963558524246952E9,
Coccyzus_americanus3,2.781881174317598E10,
Contopus_cooperi2,2.0284160250644733E10,
Contopus_cooperi3,1.5296235679142076E10,
Cuculus_canorus2,4.325058987455414E10,
Cuculus_canorus3,6.885387094338908E9,
Onychorhynchus_coronatus1,1.1145973676422073E10,
Tringa_ochropus2,3.738095756946423E10,
Tringa_ochropus3,1.882561267438425E10,
Tringa_solitaria2,1.4362146626708584E10,
Tringa_solitaria3,2.9608121853390427E10,
Vireo_olivaceus1,2.1137575005657814E10,
Vireo_olivaceus2,3.0239223266491512E10,
