system:index,key,.geo
Accipiter_gentilis1,2.81383885886925E10,
Accipiter_gentilis3,6.515048273518748E8,
Accipiter_nisus1,7.14984205226875E8,
Accipiter_nisus2,1.4230504093256876E10,
Accipiter_nisus3,1.0026393212331252E9,
Bucephala_clangula2,2.304456696054062E10,
Bucephala_clangula3,9.388170405040316E9,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,4.828540978844375E9,
Coccyzus_americanus3,1.5458599477176235E10,
Contopus_cooperi2,1.2423463256010307E10,
Contopus_cooperi3,7.971728556845001E9,
Cuculus_canorus2,1.5924116014716871E10,
Cuculus_canorus3,1.055872751713125E9,
Onychorhynchus_coronatus1,5.706422678840004E9,
Tringa_ochropus2,1.4291805140795002E10,
Tringa_ochropus3,5.088703018101246E9,
Tringa_solitaria2,7.875062952318737E9,
Tringa_solitaria3,1.605418073077936E10,
Vireo_olivaceus1,9.66289959209938E9,
Vireo_olivaceus2,1.7582583545409042E10,
