system:index,key,.geo
Accipiter_gentilis1,4.946605956173687E10,
Accipiter_gentilis3,3.663376249612191E9,
Accipiter_nisus1,5.898635028977883E9,
Accipiter_nisus2,1.591010832321624E10,
Accipiter_nisus3,7.545350148919223E9,
Bucephala_clangula2,4.0130040538296486E10,
Bucephala_clangula3,1.696687867285355E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.0099283057273573E10,
Coccyzus_americanus3,2.3081071489996582E10,
Contopus_cooperi2,2.842901765893982E10,
Contopus_cooperi3,1.3199788925770445E10,
Cuculus_canorus2,2.6838731978257248E10,
Cuculus_canorus3,1.6481634048519558E10,
Onychorhynchus_coronatus1,1.09051870053108E10,
Tringa_ochropus2,1.9411105381549683E10,
Tringa_ochropus3,2.9114312498101524E10,
Tringa_solitaria2,2.1517983440584324E10,
Tringa_solitaria3,2.5984583618241383E10,
Vireo_olivaceus1,1.9220242593805145E10,
Vireo_olivaceus2,3.270600457564345E10,
