system:index,key,.geo
Accipiter_gentilis1,4.32296026292344E10,
Accipiter_gentilis3,2.0237744787643359E9,
Accipiter_nisus1,4.704692229887291E9,
Accipiter_nisus2,2.0281461894752323E10,
Accipiter_nisus3,3.637086579664531E9,
Bucephala_clangula2,3.3273734454803032E10,
Bucephala_clangula3,1.7979532320140175E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,9.884890246955736E9,
Coccyzus_americanus3,2.590083274943654E10,
Contopus_cooperi2,1.7848103797271267E10,
Contopus_cooperi3,1.496991305614181E10,
Cuculus_canorus2,2.836374589563972E10,
Cuculus_canorus3,4.525107958281093E9,
Onychorhynchus_coronatus1,1.1044951091586061E10,
Tringa_ochropus2,2.2606796659930725E10,
Tringa_ochropus3,1.2771097495158077E10,
Tringa_solitaria2,1.024702774233439E10,
Tringa_solitaria3,2.8022302576378834E10,
Vireo_olivaceus1,1.8392085174394615E10,
Vireo_olivaceus2,2.804479458429957E10,
