system:index,key,.geo
Accipiter_gentilis1,4.674325846619531E10,
Accipiter_gentilis3,2.0158883087999754E9,
Accipiter_nisus1,6.059031091917866E9,
Accipiter_nisus2,1.1544930478214264E10,
Accipiter_nisus3,2.6172250026141005E9,
Bucephala_clangula2,3.72585989256362E10,
Bucephala_clangula3,1.7577915445135056E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.1859022826425556E10,
Coccyzus_americanus3,3.651103769116139E10,
Contopus_cooperi2,2.820654950970545E10,
Contopus_cooperi3,2.4926499161664497E10,
Cuculus_canorus2,1.97819789050707E10,
Cuculus_canorus3,6.736302866042755E9,
Onychorhynchus_coronatus1,1.9170224306598125E10,
Tringa_ochropus2,1.4632503398140642E10,
Tringa_ochropus3,1.3200586671966225E10,
Tringa_solitaria2,2.214203403620833E10,
Tringa_solitaria3,3.991582397978896E10,
Vireo_olivaceus1,3.0603435627653072E10,
Vireo_olivaceus2,3.2682105082166492E10,
