system:index,key,.geo
Accipiter_gentilis1,5.892281610880561E10,
Accipiter_gentilis3,4.467306769316323E9,
Accipiter_nisus1,6.8295799885140505E9,
Accipiter_nisus2,3.193291912083429E10,
Accipiter_nisus3,8.5784511758781185E9,
Bucephala_clangula2,4.783787335638447E10,
Bucephala_clangula3,1.8966325382540714E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.0849048135273325E10,
Coccyzus_americanus3,4.8912932856148834E10,
Contopus_cooperi2,2.0956478875026928E10,
Contopus_cooperi3,2.926438128120854E10,
Cuculus_canorus2,4.458750044596588E10,
Cuculus_canorus3,1.5002852965022566E10,
Onychorhynchus_coronatus1,2.8730030458840336E10,
Tringa_ochropus2,3.4422014386288734E10,
Tringa_ochropus3,2.8577588638650066E10,
Tringa_solitaria2,1.2789312894902756E10,
Tringa_solitaria3,5.4296143996810165E10,
Vireo_olivaceus1,4.269228466642315E10,
Vireo_olivaceus2,3.1659524791888073E10,
