system:index,key,.geo
Accipiter_gentilis1,4.23830146586441E10,
Accipiter_gentilis3,1.720217214696875E9,
Accipiter_nisus1,1.4824583492040622E9,
Accipiter_nisus2,2.634653146665347E10,
Accipiter_nisus3,2.7803345403018746E9,
Bucephala_clangula2,3.718659134962595E10,
Bucephala_clangula3,9.431093033303432E9,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,5.531261470698749E9,
Coccyzus_americanus3,3.2526049730289368E10,
Contopus_cooperi2,1.4690088267186554E10,
Contopus_cooperi3,1.8159520196958748E10,
Cuculus_canorus2,2.9705774543887535E10,
Cuculus_canorus3,3.799709181454375E9,
Onychorhynchus_coronatus1,1.9342981854675E10,
Tringa_ochropus2,2.5761255067184414E10,
Tringa_ochropus3,9.775194050675005E9,
Tringa_solitaria2,9.817528898394999E9,
Tringa_solitaria3,3.454400851020874E10,
Vireo_olivaceus1,2.7750534622883125E10,
Vireo_olivaceus2,2.062983103863468E10,
