system:index,key,.geo
Accipiter_gentilis1,4.6437896967834465E10,
Accipiter_gentilis3,2.3968613494800925E9,
Accipiter_nisus1,9.684109304838167E9,
Accipiter_nisus2,1.803210931497442E10,
Accipiter_nisus3,4.886446249518445E9,
Bucephala_clangula2,3.608071465251804E10,
Bucephala_clangula3,1.6319166392443958E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.0323445947088737E10,
Coccyzus_americanus3,2.501957438627313E10,
Contopus_cooperi2,1.8787456243241455E10,
Contopus_cooperi3,1.35187492304382E10,
Cuculus_canorus2,3.1908423279831085E10,
Cuculus_canorus3,7.803844631283843E9,
Onychorhynchus_coronatus1,9.456180769604607E9,
Tringa_ochropus2,2.4707733982894344E10,
Tringa_ochropus3,2.017672560863308E10,
Tringa_solitaria2,1.3202565647807203E10,
Tringa_solitaria3,2.7720748378930603E10,
Vireo_olivaceus1,1.7168064106544949E10,
Vireo_olivaceus2,2.9601399305191547E10,
