system:index,key,.geo
Accipiter_gentilis1,2.936629606165498E10,
Accipiter_gentilis3,2.9063439365375E8,
Accipiter_nisus1,2.5463407892624998E8,
Accipiter_nisus2,1.9540915789546223E10,
Accipiter_nisus3,5.2455721083500004E8,
Bucephala_clangula2,2.8050002164444984E10,
Bucephala_clangula3,3.2047502207674994E9,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.8001798032000003E9,
Coccyzus_americanus3,7.832031578380003E9,
Contopus_cooperi2,8.343574631076258E9,
Contopus_cooperi3,3.6758893498899994E9,
Cuculus_canorus2,2.018306885103748E10,
Cuculus_canorus3,1.2019766038425E9,
Onychorhynchus_coronatus1,2.7075486206349998E9,
Tringa_ochropus2,1.918370245364748E10,
Tringa_ochropus3,5.611204589707502E9,
Tringa_solitaria2,6.241831811152505E9,
Tringa_solitaria3,8.010675098427502E9,
Vireo_olivaceus1,5.410034559497499E9,
Vireo_olivaceus2,9.157639391030005E9,
