system:index,key,.geo
Accipiter_gentilis1,6.646084089702851E10,
Accipiter_gentilis3,2.499230945477438E9,
Accipiter_nisus1,6.956935272549026E9,
Accipiter_nisus2,3.742881279530592E10,
Accipiter_nisus3,5.616225491821668E9,
Bucephala_clangula2,5.588265087564919E10,
Bucephala_clangula3,1.8985813532913322E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.1534723997245775E10,
Coccyzus_americanus3,3.2159121759735165E10,
Contopus_cooperi2,2.199015179122537E10,
Contopus_cooperi3,1.8141766631450394E10,
Cuculus_canorus2,4.877737163561403E10,
Cuculus_canorus3,9.969394577480804E9,
Onychorhynchus_coronatus1,1.3021119749850843E10,
Tringa_ochropus2,4.063661632852995E10,
Tringa_ochropus3,2.4267422096369324E10,
Tringa_solitaria2,1.520476320775058E10,
Tringa_solitaria3,3.489224281122479E10,
Vireo_olivaceus1,2.48702757124375E10,
Vireo_olivaceus2,3.352240709774378E10,
