system:index,key,.geo
Accipiter_gentilis1,6.6129255304014755E10,
Accipiter_gentilis3,4.1281515974170523E9,
Accipiter_nisus1,7.935418622202493E9,
Accipiter_nisus2,3.601592122826282E10,
Accipiter_nisus3,7.446937142409027E9,
Bucephala_clangula2,5.3155480072142555E10,
Bucephala_clangula3,2.039280078555379E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.193066471122238E10,
Coccyzus_americanus3,3.98022423245522E10,
Contopus_cooperi2,2.2169728399792114E10,
Contopus_cooperi3,2.4853078837382767E10,
Cuculus_canorus2,4.890280346761689E10,
Cuculus_canorus3,1.680621628249688E10,
Onychorhynchus_coronatus1,1.6851564450329437E10,
Tringa_ochropus2,3.946771603932287E10,
Tringa_ochropus3,2.8320393390093582E10,
Tringa_solitaria2,1.3416662436068457E10,
Tringa_solitaria3,4.5610189874452484E10,
Vireo_olivaceus1,3.3853377078145683E10,
Vireo_olivaceus2,3.081808018023354E10,
