system:index,key,.geo
Accipiter_gentilis1,5.1169785348572586E10,
Accipiter_gentilis3,1.4758109199250968E9,
Accipiter_nisus1,3.888028431741972E9,
Accipiter_nisus2,2.139306706818005E10,
Accipiter_nisus3,1.6719498895835946E9,
Bucephala_clangula2,4.1818482170841125E10,
Bucephala_clangula3,1.6390378784337065E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,9.479572641484926E9,
Coccyzus_americanus3,3.540615974789379E10,
Contopus_cooperi2,2.499377664431708E10,
Contopus_cooperi3,2.3471996518229633E10,
Cuculus_canorus2,2.7133269043633057E10,
Cuculus_canorus3,3.3180718527948427E9,
Onychorhynchus_coronatus1,1.5254197480194422E10,
Tringa_ochropus2,2.202758521908521E10,
Tringa_ochropus3,8.367353790499612E9,
Tringa_solitaria2,1.83814170780491E10,
Tringa_solitaria3,3.682258260791778E10,
Vireo_olivaceus1,3.050470875240767E10,
Vireo_olivaceus2,2.8483271899416172E10,
