system:index,key,.geo
Accipiter_gentilis1,3.4388097931402596E10,
Accipiter_gentilis3,9.14224049161172E8,
Accipiter_nisus1,2.020883088705782E9,
Accipiter_nisus2,7.441805182382423E9,
Accipiter_nisus3,9.368176324404687E8,
Bucephala_clangula2,2.9205238417046608E10,
Bucephala_clangula3,1.0976017986501331E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,7.656348939147659E9,
Coccyzus_americanus3,2.7643107719113583E10,
Contopus_cooperi2,2.371133593019258E10,
Contopus_cooperi3,1.8868626778538727E10,
Cuculus_canorus2,1.0232755396957277E10,
Cuculus_canorus3,2.398665624859219E9,
Onychorhynchus_coronatus1,1.4630092616716206E10,
Tringa_ochropus2,8.266966764520554E9,
Tringa_ochropus3,5.929474185683428E9,
Tringa_solitaria2,2.000419300015197E10,
Tringa_solitaria3,2.9060235891107628E10,
Vireo_olivaceus1,2.2853331989649837E10,
Vireo_olivaceus2,2.4362343390152195E10,
