system:index,key,.geo
Accipiter_gentilis1,4.154797694879696E10,
Accipiter_gentilis3,2.512745715557173E9,
Accipiter_nisus1,7.712855629570381E9,
Accipiter_nisus2,1.3042767722840338E10,
Accipiter_nisus3,5.16455482712533E9,
Bucephala_clangula2,3.204244469768593E10,
Bucephala_clangula3,1.6394956630954111E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.0806863540823889E10,
Coccyzus_americanus3,3.0831904180946987E10,
Contopus_cooperi2,2.0755306444808678E10,
Contopus_cooperi3,1.7202500869906445E10,
Cuculus_canorus2,2.4869461732425056E10,
Cuculus_canorus3,1.0389137061256044E10,
Onychorhynchus_coronatus1,1.2715261411166796E10,
Tringa_ochropus2,1.6154071601678078E10,
Tringa_ochropus3,2.2344320878107452E10,
Tringa_solitaria2,1.5531291598419634E10,
Tringa_solitaria3,3.456253025125846E10,
Vireo_olivaceus1,2.2415357210992306E10,
Vireo_olivaceus2,2.9372308114317314E10,
