system:index,key,.geo
Accipiter_gentilis1,4.869982772413131E10,
Accipiter_gentilis3,2.689626929340756E9,
Accipiter_nisus1,6.737171373759687E9,
Accipiter_nisus2,2.226666222436281E10,
Accipiter_nisus3,5.200369031289602E9,
Bucephala_clangula2,3.66798738551965E10,
Bucephala_clangula3,2.1138491051640697E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.1600673779906538E10,
Coccyzus_americanus3,2.9943697956623516E10,
Contopus_cooperi2,1.950892663744439E10,
Contopus_cooperi3,1.753410832145319E10,
Cuculus_canorus2,3.3768902987621704E10,
Cuculus_canorus3,7.171171348725516E9,
Onychorhynchus_coronatus1,1.2733286659418129E10,
Tringa_ochropus2,2.5509413172623367E10,
Tringa_ochropus3,1.77032872103502E10,
Tringa_solitaria2,1.0921600322612099E10,
Tringa_solitaria3,3.296378079734975E10,
Vireo_olivaceus1,2.1794967615034386E10,
Vireo_olivaceus2,3.1361554208040813E10,
