system:index,key,.geo
Accipiter_gentilis1,2.0084970733697495E10,
Accipiter_gentilis3,1.5526562398875E8,
Accipiter_nisus1,2.7588750934999996E8,
Accipiter_nisus2,2.7363083797624993E9,
Accipiter_nisus3,1.4489621966000003E8,
Bucephala_clangula2,1.8863387468581245E10,
Bucephala_clangula3,2.8398010108599997E9,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,2.0498621133025002E9,
Coccyzus_americanus3,1.4050092295187498E10,
Contopus_cooperi2,1.5754891694432503E10,
Contopus_cooperi3,9.402654525814993E9,
Cuculus_canorus2,3.1052155436612487E9,
Cuculus_canorus3,5.928004809325001E8,
Onychorhynchus_coronatus1,6.846222671722498E9,
Tringa_ochropus2,2.6587194578549995E9,
Tringa_ochropus3,2.3699283620649996E9,
Tringa_solitaria2,1.5131010473009985E10,
Tringa_solitaria3,1.4357409867292498E10,
Vireo_olivaceus1,1.1226158523547497E10,
Vireo_olivaceus2,1.1101078724675003E10,
