system:index,key,.geo
Accipiter_gentilis1,2.7617059159282753E10,
Accipiter_gentilis3,1.0661737749115431E9,
Accipiter_nisus1,3.0856572736129174E9,
Accipiter_nisus2,1.1432032871818485E10,
Accipiter_nisus3,1.2337247776940129E9,
Bucephala_clangula2,2.029830457124919E10,
Bucephala_clangula3,1.5255616826896431E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,1.0897496279546608E10,
Coccyzus_americanus3,2.3830958270740673E10,
Contopus_cooperi2,1.2940572829348888E10,
Contopus_cooperi3,1.604054372273991E10,
Cuculus_canorus2,1.5678183001695862E10,
Cuculus_canorus3,5.519583055398615E9,
Onychorhynchus_coronatus1,1.1088210420218649E10,
Tringa_ochropus2,1.2524333428691223E10,
Tringa_ochropus3,9.365200015310053E9,
Tringa_solitaria2,7.328677238281354E9,
Tringa_solitaria3,2.578479152129889E10,
Vireo_olivaceus1,2.098576515104701E10,
Vireo_olivaceus2,2.287461758899831E10,
