system:index,key,.geo
Accipiter_gentilis1,2.947275028047186E10,
Accipiter_gentilis3,1.0287853654573437E9,
Accipiter_nisus1,3.103777591836721E9,
Accipiter_nisus2,8.743767839592884E9,
Accipiter_nisus3,1.936696444257656E9,
Bucephala_clangula2,2.4298484951399597E10,
Bucephala_clangula3,1.00325732142511E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,7.103284919267974E9,
Coccyzus_americanus3,2.166414244472856E10,
Contopus_cooperi2,1.7201989866830296E10,
Contopus_cooperi3,1.1328953137602808E10,
Cuculus_canorus2,1.3472737162164831E10,
Cuculus_canorus3,3.6642487678648434E9,
Onychorhynchus_coronatus1,8.194807110395927E9,
Tringa_ochropus2,9.477455394884674E9,
Tringa_ochropus3,1.0971341035914389E10,
Tringa_solitaria2,1.3884999158040382E10,
Tringa_solitaria3,2.3244038944085903E10,
Vireo_olivaceus1,1.4827558356678589E10,
Vireo_olivaceus2,2.1760802435337803E10,
