system:index,key,.geo
Accipiter_gentilis1,4.1344566283243744E10,
Accipiter_gentilis3,7.0508878521E8,
Accipiter_nisus1,1.7857422023375008E9,
Accipiter_nisus2,2.5787963787336246E10,
Accipiter_nisus3,6.691872558350002E8,
Bucephala_clangula2,3.6287263890908745E10,
Bucephala_clangula3,6.150734528638749E9,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,2.7337117729225E9,
Coccyzus_americanus3,1.5064704896822495E10,
Contopus_cooperi2,1.2700724824755009E10,
Contopus_cooperi3,8.663164192017494E9,
Cuculus_canorus2,2.804594565586125E10,
Cuculus_canorus3,1.4280696309775E9,
Onychorhynchus_coronatus1,4.308543081422501E9,
Tringa_ochropus2,2.569342769465625E10,
Tringa_ochropus3,3.8197049939399996E9,
Tringa_solitaria2,9.177846603678757E9,
Tringa_solitaria3,1.7108026119877497E10,
Vireo_olivaceus1,1.2004810683802504E10,
Vireo_olivaceus2,1.1762181985987501E10,
