system:index,key,.geo
Accipiter_gentilis1,3.3715873476088406E10,
Accipiter_gentilis3,1.4299458191165621E9,
Accipiter_nisus1,2.6105754746175003E9,
Accipiter_nisus2,1.3199753108513018E10,
Accipiter_nisus3,2.205398104324531E9,
Bucephala_clangula2,2.5312841441158813E10,
Bucephala_clangula3,1.4530130083567339E10,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,7.946350138088745E9,
Coccyzus_americanus3,2.061105901131516E10,
Contopus_cooperi2,1.7558603962769844E10,
Contopus_cooperi3,1.1375338430478907E10,
Cuculus_canorus2,1.752961610276982E10,
Cuculus_canorus3,2.5119026059026556E9,
Onychorhynchus_coronatus1,7.996648312686251E9,
Tringa_ochropus2,1.4362713615608957E10,
Tringa_ochropus3,8.183562191619531E9,
Tringa_solitaria2,1.120037519235445E10,
Tringa_solitaria3,2.237097299302719E10,
Vireo_olivaceus1,1.567000372941548E10,
Vireo_olivaceus2,2.403752514997794E10,
