system:index,key,.geo
Accipiter_gentilis1,3.489113966125993E10,
Accipiter_gentilis3,6.999773395275E8,
Accipiter_nisus1,6.701437903199998E8,
Accipiter_nisus2,2.3406484262689938E10,
Accipiter_nisus3,8.903413631450001E8,
Bucephala_clangula2,3.197575867136618E10,
Bucephala_clangula3,4.660904372667499E9,
Coccyzus_americanus1,0.0,
Coccyzus_americanus2,2.4808006107400007E9,
Coccyzus_americanus3,2.4249519462809963E10,
Contopus_cooperi2,1.07537190886E10,
Contopus_cooperi3,1.2729880481912481E10,
Cuculus_canorus2,2.482962552207494E10,
Cuculus_canorus3,1.5356381603100002E9,
Onychorhynchus_coronatus1,1.4552643156089985E10,
Tringa_ochropus2,2.2532191564153687E10,
Tringa_ochropus3,4.996397901417498E9,
Tringa_solitaria2,7.743535735967499E9,
Tringa_solitaria3,2.5351372910534966E10,
Vireo_olivaceus1,2.0430063505827488E10,
Vireo_olivaceus2,1.3581346881392498E10,
